metric,count,mean,std,min,25%,50%,75%,max
noise_gaussian_score,179.0,0.009129605308050164,0.003722875828180161,0.0025259980466216,0.0066215782426297,0.0085393646731972,0.01166859222576015,0.029486296698451
noise_poisson_score,179.0,0.07260174735591896,0.0937288124790408,0.0,0.0,0.0406523787748842,0.1195371122894889,0.6128356956908048
noise_salt_pepper_score,179.0,0.0006614324333400235,0.0010578729930485768,0.0,1.9867862921743868e-07,0.0001196251196251,0.0008388689210609001,0.0050428252234359
noise_speckle_score,179.0,0.08180742217592017,0.030738309145444707,0.0171379912644624,0.060167647898197146,0.080748550593853,0.10099187865853305,0.1639681160449981
noise_periodic_score,179.0,0.18213519066905176,0.09526563438907386,0.0517539530992507,0.12119399011135096,0.1615184247493744,0.20623543858528134,0.7251183390617371
noise_structured_line_score,179.0,0.01878169188820129,0.04195507032747491,0.0,0.0005283881489038,0.0070682754487922,0.0195298060846183,0.3731978926277481
noise_quantization_score,179.0,0.05388006284916201,0.08851305620701361,0.0,0.0,0.0078125,0.068359375,0.4609375
noise_brownian_fractal_score,179.0,2.724765597068192,0.38667610848863515,1.759127590137061,2.4915491376307393,2.712587500134483,3.0297472051292793,3.5074920337830786
